city,city_ascii,lat,lng,population,isolation_value,zoom_level
Msata,Msata,-6.3362,38.385,13740,58.47027975260979,7.0
Forster,Forster,-32.1806,152.5117,13740,31.738707049206116,7.5
Hawick,Hawick,55.422,-2.787,13740,52.50774250883054,6.0
Mata,Mata,14.0436,21.1611,13739,42.292967248707086,7.5
Badarwās,Badarwas,24.9752,77.5649,13739,27.5487922233482,8.0
Tacaimbó,Tacaimbo,-8.3158,-36.2928,13738,14.594470118104889,9.0
Beverstedt,Beverstedt,53.4333,8.8167,13738,11.646777315307714,8.5
Gopālpur,Gopalpur,26.1317,84.3594,13738,1.9521506463216576,21.0
Bondeno,Bondeno,44.8833,11.4167,13738,11.894124742629767,8.5
Ephrata,Ephrata,40.1811,-76.1812,13738,8.84579577307745,9.0
Zarghūn Shahr,Zarghun Shahr,32.85,68.4167,13737,46.01594879964092,7.0
Sidmouth,Sidmouth,50.68,-3.239,13737,13.964506477970437,8.5
Ermoúpoli,Ermoupoli,37.4333,24.9167,13737,0.6833519254992075,21.0
Hazel Crest,Hazel Crest,41.5732,-87.6899,13737,2.8703648435321942,21.0
Ataléia,Ataleia,-18.0439,-41.11,13736,46.627414555697,7.0
Futrono,Futrono,-40.1333,-72.4,13736,41.76900675462429,7.0
Lyaskovets,Lyaskovets,43.1,25.7167,13735,3.9431093719211856,21.0
Guaraniaçu,Guaraniacu,-25.1,-52.8667,13735,54.964626933542746,7.0
Priverno,Priverno,41.4667,13.1833,13735,10.394825340881406,9.0
Enghien,Enghien,50.6956,4.0411,13734,11.527181827722352,8.5
Urbino,Urbino,43.7167,12.6333,13734,28.93253994075013,7.5
Kudachi,Kudachi,16.48,74.78,13733,0.0,21.0
Palkūr,Palkur,15.4144,78.2507,13733,10.48316398957772,9.5
Bodagudipādu,Bodagudipadu,14.7385,79.8602,13733,19.95895128508109,8.5
St. James,St. James,40.8761,-73.1521,13733,5.51531033545059,10.0
York,York,43.186,-70.666,13733,17.091907987501518,8.0
Angical,Angical,-12.0069,-44.6939,13732,36.07459879459658,7.5
Ibateguara,Ibateguara,-8.9728,-35.9389,13731,13.698106827034575,9.0
Taglio,Taglio,45.0167,12.2167,13731,13.612727495419753,8.5
Darihat,Darihat,24.9702,84.2319,13730,8.496577190527072,9.5
Uruana,Uruana,-15.4983,-49.6908,13729,23.5407286710228,8.0
Saint-Martin-de-Crau,Saint-Martin-de-Crau,43.6408,4.8133,13729,15.447373452791291,8.5
Miami Springs,Miami Springs,25.8195,-80.2894,13729,4.780174094202098,21.0
Malepur,Malepur,24.974,86.2555,13728,6.044867671551216,10.0
Nova Trento,Nova Trento,-27.2867,-48.9303,13727,8.135273871757748,9.5
São João do Triunfo,Sao Joao do Triunfo,-25.6667,-50.3333,13726,22.79568827087862,8.0
Alagoinha,Alagoinha,-6.95,-35.545,13725,9.955103418863098,9.5
Milford Haven,Milford Haven,51.7142,-5.0427,13725,60.719504471531856,6.0
Xireg,Xireg,36.925,98.478,13723,64.2426157379367,6.5
Kidlington,Kidlington,51.8231,-1.2903,13723,8.588032432997116,9.0
Arcadia,Arcadia,43.087,-77.0858,13723,21.111911351086416,8.0
Sobrāon,Sobraon,31.1833,74.85,13720,10.79452023683696,9.0
Nonoai,Nonoai,-27.0958,-52.6178,13719,0.0,21.0
North Fair Oaks,North Fair Oaks,37.4754,-122.2034,13718,3.2769153478103967,21.0
Mistassini,Mistassini,48.8229,-72.2154,13718,51.41489462524847,6.5
Tāmaraikkulam,Tamaraikkulam,10.1085,77.5553,13716,1.913469976643116,21.0
Rocky Point,Rocky Point,40.9357,-72.9364,13716,8.416472916171854,9.5
Wezep,Wezep,52.4625,5.9983,13715,6.804151188003175,9.5
Nova Canaã,Nova Canaa,-14.7939,-40.1419,13715,9.444783553416132,9.5
Lamont,Lamont,35.2659,-118.9159,13715,11.10118655507566,9.0
Saugeen Shores,Saugeen Shores,44.4333,-81.3667,13715,37.436931198846935,7.0
Eichstätt,Eichstatt,48.8919,11.1839,13714,17.635594451333034,8.0
Sher Chakla,Sher Chakla,25.3848,86.6952,13713,3.73119651577692,21.0
Marienheide,Marienheide,51.0833,7.5333,13710,6.028936487338802,9.5
Knottingley,Knottingley,53.705,-1.249,13710,4.429956199439329,10.0
Ipecaetá,Ipecaeta,-12.3,-39.3078,13709,15.72536470159698,9.0
Tummalapenta,Tummalapenta,15.0278,78.0234,13708,11.99239236934667,9.0
Moberly,Moberly,39.4179,-92.4364,13708,53.1851684491462,6.5
Mions,Mions,45.6629,4.956,13707,3.841815640049192,21.0
Shorewood,Shorewood,43.0913,-87.8864,13707,2.673865954787302,21.0
Kovilūr,Kovilur,12.5537,78.9168,13706,19.433270110830502,8.5
Crevalcore,Crevalcore,44.7167,11.15,13706,9.540609836806077,9.0
Cêrro Largo,Cerro Largo,-28.1489,-54.7378,13705,36.13355750004361,7.5
Ndélé,Ndele,8.4092,20.6531,13704,220.55877135709332,5.0
Kaleyānpur,Kaleyanpur,26.4297,84.9327,13704,8.091247961563614,9.5
Coldwater,Coldwater,41.9465,-84.9989,13704,43.52024708151958,7.0
Colesville,Colesville,39.073,-77.001,13704,3.2847195071249526,21.0
Biedenkopf,Biedenkopf,50.9128,8.5322,13703,17.815098466139396,8.0
Quatá,Quata,-22.2475,-50.6983,13702,20.152611695395684,8.5
Kingston,Kingston,41.9862,-70.7482,13702,7.279235613999336,9.5
South Park,South Park,40.2988,-79.9944,13702,4.517737453405536,10.0
Montataire,Montataire,49.2561,2.4392,13701,3.026549641790504,21.0
Toyloq Qishlog’i,Toyloq Qishlog'i,39.6014,67.0908,13700,10.843632931438012,9.0
Sariq,Sariq,37.6722,67.2375,13700,20.91283572240383,8.0
Papágos,Papagos,37.99,23.7933,13699,1.2574326788561287,21.0
Mohda,Mohda,21.2751,81.6676,13697,5.133672106429193,21.0
Presidente Kennedy,Presidente Kennedy,-21.0989,-41.0467,13696,24.144405912038906,8.0
Tiruppanandāl,Tiruppanandal,11.0919,79.4538,13696,11.02506531548408,9.5
Arona,Arona,45.75,8.55,13694,8.52776447726941,9.0
Hinabangan,Hinabangan,11.7,125.07,13693,9.49907921207068,9.5
Ingersoll,Ingersoll,43.0392,-80.8836,13693,15.06302388610799,8.5
Kuleshovka,Kuleshovka,47.0833,39.5667,13692,11.587236490002295,8.5
Auriflama,Auriflama,-20.6856,-50.5547,13692,46.34426399615676,7.0
Angermünde,Angermunde,53.0333,14.0,13692,17.926468695221114,8.0
Valencia West,Valencia West,32.1355,-111.1123,13692,6.151398503171528,10.0
Diaï Koura,Diai Koura,15.18,-9.984,13691,11.437997014427117,9.0
Vempalle,Vempalle,13.5382,78.4604,13691,4.477437486572722,21.0
Kraainem,Kraainem,50.8667,4.4667,13690,0.0,21.0
Boa Nova,Boa Nova,-14.3628,-40.2078,13690,22.96351451696171,8.0
Itapagipe,Itapagipe,-19.9089,-49.3808,13690,43.12093708936209,7.5
Uarini,Uarini,-2.99,-65.0911,13690,40.90688179062597,7.5
Las Rosas,Las Rosas,-32.4833,-61.5833,13689,40.85186547832395,7.0
Mangha,Mangha,23.4883,98.9078,13689,19.296869679864358,8.5
Bergen,Bergen,54.4167,13.4333,13689,25.713646484912697,7.5
Santa Cruz de Bezana,Santa Cruz de Bezana,43.4442,-3.9031,13689,8.184285695705562,9.5
Castel San Giorgio,Castel San Giorgio,40.7833,14.7,13688,4.2097649307107865,21.0
Tarumizu,Tarumizu,31.5228,130.7594,13688,17.840727890990042,8.5
Marshall,Marshall,39.1147,-93.201,13687,45.54613558799538,7.0
San Pedro Pochutla,San Pedro Pochutla,15.7476,-96.4666,13685,8.628296971591867,9.5
Radomyshl,Radomyshl,50.4947,29.2333,13685,23.046793930560785,7.5
Genthin,Genthin,52.4,12.1667,13685,24.934955143565965,7.5
Chak Husaini,Chak Husaini,25.5169,86.5566,13685,3.060347014783158,21.0
Schmölln,Schmolln,50.895,12.3564,13684,8.825161625469361,9.0
Glenpool,Glenpool,35.9488,-96.0052,13683,6.175578849729018,10.0
Quatis,Quatis,-22.4069,-44.2578,13682,3.6163438788712168,21.0
Palmito,Palmito,9.3333,-75.55,13682,16.679262035029975,8.5
Motupe,Motupe,-6.1519,-79.7142,13681,63.28520366138919,7.0
Cambados,Cambados,42.5,-8.8,13681,10.9442904325305,9.0
Karma,Karma,23.684,85.5706,13681,7.681717471138312,9.5
Maribondo,Maribondo,-9.5769,-36.305,13679,11.718770130592368,9.0
Hettstedt,Hettstedt,51.6333,11.5,13678,13.177907126870537,8.5
Kannadiparamba,Kannadiparamba,11.935,75.403,13677,4.341701339124733,21.0
Copalchí,Copalchi,9.8473,-84.0834,13676,3.661598779644687,21.0
Kalādgi,Kaladgi,16.204,75.5,13676,20.308962722039023,8.5
Slobozhanske,Slobozhanske,49.5961,36.5269,13675,28.551913363014243,7.5
Madanpur,Madanpur,23.02,88.48,13675,6.842760864516661,10.0
Sansare,Sansare,14.75,-90.1167,13674,9.536003533373924,9.5
Sale,Sale,-38.1,147.0667,13673,47.24796309026468,7.0
Sendenhorst,Sendenhorst,51.8439,7.8278,13671,8.208690539304198,9.0
Saint Ann’s Bay,Saint Ann's Bay,18.436,-77.202,13671,9.251020269013464,9.5
Yongcong,Yongcong,26.0451,109.1327,13670,27.773992208406018,8.0
Normandia,Normandia,3.8808,-59.6228,13669,165.764428441323,5.5
Altos del Rosario,Altos del Rosario,8.8,-74.1667,13669,17.560549099189892,8.5
Bhīmadolu,Bhimadolu,16.8144,81.2617,13669,6.707426936388881,10.0
Duvergé,Duverge,18.38,-71.3633,13668,13.615563134052906,9.0
Otley,Otley,53.905,-1.687,13668,3.560642826780444,10.0
Río Caribe,Rio Caribe,10.7008,-63.1086,13667,14.737616982294051,9.0
San Ferdinando di Puglia,San Ferdinando di Puglia,41.3,16.0667,13667,6.216366995400023,9.5
Chiran,Chiran,31.3783,130.4416,13667,0.06246749860941,21.0
Mucambo,Mucambo,-3.9089,-40.7469,13666,15.236668931437132,9.0
Poté,Pote,-17.8075,-41.7858,13666,24.970642321643616,8.0
Nova Veneza,Nova Veneza,-28.6369,-49.4978,13664,8.669857488950448,9.5
Svetlogorsk,Svetlogorsk,54.95,20.15,13663,21.360412460086582,7.5
Aldama,Aldama,22.9194,-98.0736,13661,68.01395520795923,6.5
Jindayris,Jindayris,36.3947,36.6889,13661,17.788587583386967,8.5
Nikolayevsk,Nikolayevsk,50.0333,45.45,13660,6.606929345722533,9.5
Qantīr,Qantir,30.8,31.8333,13660,8.704645609546985,9.5
Avon,Avon,48.4097,2.7161,13660,1.003833000560194,21.0
Latham,Latham,42.7427,-73.7497,13660,3.0979963224135787,21.0
Bad Dürrheim,Bad Durrheim,48.0167,8.5333,13659,7.372188850644564,9.5
Namīn,Namin,38.4256,48.4839,13659,25.04169854071047,8.0
Fiesole,Fiesole,43.8072,11.2919,13659,5.000452539833447,10.0
Warrensville Heights,Warrensville Heights,41.4363,-81.5222,13659,4.498646405332477,10.0
Xikou,Xikou,23.5947,120.3948,13658,5.977730839753518,10.0
Isāgarh,Isagarh,24.8391,77.8827,13658,28.261637398194303,8.0
Smithfield,Smithfield,41.8349,-111.8265,13658,10.64342948553879,9.0
El Crucero,El Crucero,11.9833,-86.3167,13656,13.225083963698024,9.0
Saint-Jacques-de-la-Lande,Saint-Jacques-de-la-Lande,48.0656,-1.7186,13656,4.852570222938138,10.0
Chōsei,Chosei,35.4167,140.35,13656,5.760357833756089,10.0
Piên,Pien,-26.1,-49.4333,13655,17.409593021465476,8.5
Barahari,Barahari,25.7652,87.0937,13655,3.666635705894508,21.0
Ajjampur,Ajjampur,13.7279,76.0068,13654,15.019884397834154,9.0
Bilaspur,Bilaspur,31.33,76.75,13654,20.234806310522817,8.0
Glen Carbon,Glen Carbon,38.758,-89.9822,13654,3.829495759124352,21.0
Mirabela,Mirabela,-16.2628,-44.1639,13651,28.9450733316162,8.0
Retirolândia,Retirolandia,-11.5667,-39.3167,13651,5.754841036263184,10.0
Avalēpalli,Avalepalli,12.7714,77.8594,13651,5.017805138103231,21.0
San Agustín de Guadalix,San Agustin de Guadalix,40.6781,-3.615,13650,12.89651154922504,8.5
University Heights,University Heights,41.4948,-81.535,13649,2.573837531314613,21.0
Jurema,Jurema,-8.7178,-36.1358,13648,15.495402873204414,9.0
Domkonda,Domkonda,18.2561,78.4377,13648,12.8184920009524,9.0
Curiúva,Curiuva,-24.0333,-50.45,13647,36.3814456955935,7.5
Marshall,Marshall,44.4488,-95.7897,13647,80.83717960288025,6.0
Shōdoshima,Shodoshima,34.4833,134.2333,13646,18.335917408034675,8.5
Speedway,Speedway,39.7937,-86.2481,13646,8.934038323644668,9.0
Lanuza,Lanuza,9.2322,126.0592,13642,10.884484379091148,9.5
Umburanas,Umburanas,-10.7328,-41.3258,13642,78.42793462135658,6.5
Alexandria,Alexandria,-6.4128,-38.0158,13640,30.19119473890653,8.0
Helensburgh,Helensburgh,56.0166,-4.7333,13640,7.663638109466765,9.0
Childwall,Childwall,53.395,-2.881,13640,3.2380141090805346,21.0
Woudenberg,Woudenberg,52.0833,5.4167,13639,5.674156284610762,9.5
Pedreiras,Pedreiras,-4.5696,-44.67,13638,21.08258721227789,8.5
Beauharnois,Beauharnois,45.32,-73.87,13638,9.382371499995266,9.0
Kostolac,Kostolac,44.7147,21.17,13637,10.947762421490864,9.0
El Kerma,El Kerma,35.6167,-0.5667,13637,7.066742219112848,9.5
Beeville,Beeville,28.4053,-97.749,13637,70.25065942830221,6.5
Salisbury,Salisbury,40.5768,-75.4535,13637,2.844006370340816,21.0
Frei Miguelinho,Frei Miguelinho,-7.95,-35.95,13636,6.698992014757079,10.0
Abadla,Abadla,31.0167,-2.7333,13636,82.82149919331098,6.0
Marion,Marion,35.2035,-90.2059,13635,5.6444688690268165,10.0
Port Neches,Port Neches,29.9765,-93.9459,13635,4.4503584999866055,21.0
California,California,38.2969,-76.4949,13635,50.66479610410585,7.0
Hammam el Rhezez,Hammam el Rhezez,36.89,11.12,13634,4.790429739850654,10.0
Milovice,Milovice,50.2289,14.8906,13634,11.759248958712517,8.5
Santa Coloma de Farnés,Santa Coloma de Farnes,41.8647,2.6642,13634,16.078778137682455,8.5
Bunhe,Bunhe,48.2206,38.2739,13633,5.49226111247914,9.5
Manta,Manta,10.3564,1.1056,13633,19.257618192122017,8.5
Kunjatturu,Kunjatturu,12.7431,74.8861,13633,2.071670310020059,21.0
Dantewāra,Dantewara,18.9,81.339,13633,65.44514592050517,6.5
Uitgeest,Uitgeest,52.5333,4.7167,13632,3.8534872500201054,10.0
Trzebnica,Trzebnica,51.305,17.0614,13631,21.776307190353297,7.5
Pitlam,Pitlam,18.2227,77.8238,13631,18.930438741165585,8.5
Spring Garden,Spring Garden,39.9454,-76.7212,13630,2.359924693191363,21.0
Sampaloc,Sampaloc,14.1625,121.6378,13629,10.29679531344729,9.5
Jiquiriçá,Jiquirica,-13.2569,-39.5719,13629,6.023549990854924,10.0
Šamorín,Samorin,48.0267,17.3117,13628,17.311634733904913,8.0
Oak Park,Oak Park,34.185,-118.7669,13627,3.82072012404296,21.0
Solonytsivka,Solonytsivka,49.9869,36.0619,13626,4.645431660494756,10.0
Balhāpur,Balhapur,25.3511,86.2122,13626,0.6860499366245647,21.0
Rockland,Rockland,45.5459,-75.2836,13625,9.53329745651192,9.0
Bamafélé,Bamafele,13.1,-10.4,13622,31.10234996160721,8.0
Boninal,Boninal,-12.7,-41.8333,13622,32.00306124365792,7.5
Engenheiro Caldas,Engenheiro Caldas,-19.2189,-42.0458,13622,8.003221020619327,9.5
Allestree,Allestree,52.9519,-1.4856,13622,3.0670888800882428,21.0
Ottaikkālmantapam,Ottaikkalmantapam,10.8827,76.9943,13622,4.233751251739389,21.0
Mahuwa Singhrai,Mahuwa Singhrai,25.8168,85.3853,13622,7.23218074335421,10.0
Saimbeyli,Saimbeyli,37.9833,36.0833,13621,23.975299242621848,8.0
Yeşilli,Yesilli,37.3406,40.8258,13621,8.59125114978878,9.5
Jaca,Jaca,42.55,-0.55,13620,47.61258860345889,7.0
Maglie,Maglie,40.1167,18.1333,13619,6.242709236158327,9.5
Babhanganwa,Babhanganwa,26.1398,86.8464,13618,4.821560887694843,21.0
Brecksville,Brecksville,41.3079,-81.6192,13618,5.072262899467741,10.0
Ihtiman,Ihtiman,42.4333,23.8167,13617,24.565890510515853,7.5
Santa Luzia do Itanhy,Santa Luzia do Itanhy,-11.3508,-37.4478,13616,9.293377379210307,9.5
Pfullendorf,Pfullendorf,47.9242,9.2567,13616,18.31624898942348,8.0
Artena,Artena,41.7333,12.9167,13616,5.559754011676329,10.0
Shamalgan,Shamalgan,43.3708,76.6236,13616,18.968092122688255,8.0
Serra Branca,Serra Branca,-7.4828,-36.665,13614,33.39746567238301,7.5
Baianópolis,Baianopolis,-12.3058,-44.535,13614,14.76101455140799,9.0
Primeira Cruz,Primeira Cruz,-2.5,-43.4333,13614,11.722172226759808,9.0
Formello,Formello,42.0833,12.4,13614,11.000686453914955,9.0
Trubchevsk,Trubchevsk,52.5667,33.7667,13613,46.00068215668825,6.5
Orocó,Oroco,-8.62,-39.6019,13613,32.28761313655282,7.5
Brejo do Cruz,Brejo do Cruz,-6.3489,-37.4978,13613,16.084134082577304,9.0
Lumberton,Lumberton,30.2562,-94.207,13613,19.95556702724217,8.0
São Félix do Araguaia,Sao Felix do Araguaia,-11.6169,-50.6689,13612,125.89257184963414,6.0
Mantenópolis,Mantenopolis,-18.8628,-41.1228,13612,17.515957464338058,8.5
Verín,Verin,41.9408,-7.4358,13612,22.455751736877712,8.0
Kyzyl-Adyr,Kyzyl-Adyr,42.62,71.59,13612,36.07910447699173,7.0
Castilla La Nueva,Castilla La Nueva,3.8333,-73.6833,13611,10.503985145066723,9.5
Sóller,Soller,39.7675,2.714,13610,14.322663369487088,8.5
Kauhajoki,Kauhajoki,62.4319,22.1794,13610,23.459219697111138,7.0
Yamanobe,Yamanobe,38.2833,140.2667,13610,7.080063713624588,9.5
Rožaje,Rozaje,42.84,20.16,13608,21.770728768421176,8.0
Tejutla,Tejutla,14.1667,-89.1,13608,21.881740646011806,8.5
Elesbão Veloso,Elesbao Veloso,-6.2167,-42.1333,13607,47.01117459488019,7.0
Karpi,Karpi,25.1612,84.7299,13607,10.7478615118299,9.0
Kerepestarcsa,Kerepestarcsa,47.5478,19.2634,13606,8.458627568403807,9.0
Masangshy,Masangshy,42.9289,75.3019,13606,9.64377404574038,9.0
Combarbalá,Combarbala,-31.1833,-71.0,13605,48.29173523186158,7.0
Bollène,Bollene,44.2811,4.7494,13605,11.601222016312525,9.0
San Javier,San Javier,-30.5833,-59.95,13604,34.15985744794102,7.5
Marchtrenk,Marchtrenk,48.1917,14.1106,13603,8.365927500342213,9.0
Qingxicun,Qingxicun,24.53,116.5904,13603,19.03210956245239,8.5
Chengara,Chengara,10.129,76.373,13603,2.86518561255899,21.0
Amboasary-Gara,Amboasary-Gara,-18.4333,48.2667,13601,26.000927521072175,8.0
Dongshicuo,Dongshicuo,23.7021,120.2556,13601,5.356664058054983,10.0
Barßel,Barssel,53.1703,7.7467,13601,13.11761927207323,8.5
Atner,Atner,21.6238,77.9152,13601,29.551454292832982,8.0
Mohania,Mohania,25.1692,83.6192,13601,10.05669140791322,9.5
Wyandanch,Wyandanch,40.7496,-73.3633,13601,3.77002235208278,21.0
Marhamat,Marhamat,40.5,72.3333,13600,14.124664041766106,8.5
Vedi,Vedi,39.9106,44.7278,13600,9.186311929480445,9.0
Vázquez,Vazquez,21.1399,-76.7294,13600,14.590302346508594,9.0
Nighoj,Nighoj,18.9597,74.2769,13600,17.61043461664031,8.5
Jannat Shahr,Jannat Shahr,28.6569,54.6861,13598,56.16280575100224,7.0
Daniëlskuil,Danielskuil,-28.2,23.5833,13597,52.18789774459535,7.0
Rāyapalle,Rayapalle,16.2828,81.2504,13597,9.111686967106117,9.5
Rāzole,Razole,16.4743,81.8402,13597,9.322485156517953,9.5
Guerrero Negro,Guerrero Negro,27.9589,-114.0561,13596,189.2336232736896,5.0
Sisai,Sisai,26.1899,84.5643,13596,7.11754191413455,10.0
Duvva,Duvva,16.7792,81.6242,13596,3.257759134481155,21.0
Cañasgordas,Canasgordas,6.7497,-76.0258,13595,12.4443052533939,9.0
Middlewich,Middlewich,53.192,-2.443,13595,5.134508488801141,9.5
Okinoshima,Okinoshima,36.2,133.3167,13595,74.51369874025823,6.0
New Providence,New Providence,40.6996,-74.4035,13595,3.712522753798138,21.0
Whitby,Whitby,54.4858,-0.6206,13594,26.74103116983616,7.0
Amīngarh,Amingarh,16.0572,75.9489,13593,11.734715641678273,9.0
Tapilula,Tapilula,17.25,-93.0167,13592,24.883433446469184,8.0
Doumé,Doume,8.0167,1.6333,13592,37.86701937230592,7.5
Ixcatepec,Ixcatepec,21.2333,-98.0,13591,17.164498450308106,8.5
Ráquira,Raquira,5.5333,-73.6333,13588,15.6881002495156,9.0
Łęczyca,Leczyca,52.05,19.2,13587,10.876684250115751,8.5
Nybro,Nybro,56.7333,15.9,13583,29.36455101673676,7.0
Pirallahı,Pirallahi,40.4708,50.3217,13583,9.916041779291804,9.0
Camapuã,Camapua,-19.5308,-54.0439,13583,105.69251020084197,6.0
Atomé-Avégamé,Atome-Avegame,7.2333,1.65,13582,14.936375841133431,9.0
Beaufort,Beaufort,32.4597,-80.7235,13582,11.724871400128215,9.0
Ak-Dovurak,Ak-Dovurak,51.1833,90.6,13580,166.82638289396283,4.5
Rommerskirchen,Rommerskirchen,51.0347,6.6914,13580,8.097249025157822,9.0
Sūrān,Suran,27.2856,61.9964,13580,34.526736016255946,7.5
New Carrollton,New Carrollton,38.9656,-76.8775,13580,2.8644919144007317,21.0
Pama,Pama,11.25,0.7,13579,57.45757291734287,7.0
Gonzalez,Gonzalez,30.5822,-87.2906,13579,6.475752914961175,10.0
West End,West End,26.6867,-78.975,13577,32.7808935160352,7.5
Zhukovo,Zhukovo,55.0333,36.75,13576,11.09108940271915,8.5
San José Villanueva,San Jose Villanueva,13.5833,-89.2667,13576,1.7942093033793265,21.0
Wanze,Wanze,50.5333,5.2167,13576,2.1872734108499974,21.0
Neckargemünd,Neckargemund,49.3939,8.7975,13576,6.372329980715794,9.5
Gondalga,Gondalga,17.8053,79.8944,13576,8.569656193161979,9.5
Dueville,Dueville,45.6333,11.55,13576,9.262550183453431,9.0
East Islip,East Islip,40.7257,-73.1869,13576,1.432272536815174,21.0
Piquete,Piquete,-22.6139,-45.1758,13575,14.016246892569884,9.0
Marghita,Marghita,47.35,22.3333,13573,38.4597570522443,7.0
Cervignano del Friuli,Cervignano del Friuli,45.8231,13.335,13573,15.582450452144345,8.5
Tokoroa,Tokoroa,-38.2167,175.8667,13572,34.752512284561085,7.5
Upanema,Upanema,-5.6419,-37.2578,13572,37.103804627885125,7.5
Patālia,Patalia,25.66,86.0066,13572,3.178937457486901,21.0
Royal Wootton Bassett,Royal Wootton Bassett,51.533,-1.9,13570,8.824410679607498,9.0
South Stormont,South Stormont,45.0833,-74.9667,13570,18.8574423959356,8.0
Bridport,Bridport,50.7336,-2.7584,13569,20.92146727723637,7.5
Gran,Gran,60.4411,10.4956,13568,32.35849602920352,6.5
Presidente Bernardes,Presidente Bernardes,-22.0061,-51.5531,13568,11.194971022366824,9.0
Lappersdorf,Lappersdorf,49.0525,12.0903,13568,4.013358341798125,10.0
Serui,Serui,-1.878,136.237,13568,79.5519123730764,6.5
Bardstown,Bardstown,37.8175,-85.455,13564,26.567037433241047,7.5
Latiano,Latiano,40.5333,17.7167,13563,7.957842393431477,9.5
Dattapulia,Dattapulia,23.24,88.7058,13562,12.305683841110312,9.0
Pegnitz,Pegnitz,49.7564,11.545,13561,21.449375837141,7.5
Sharm ash Shaykh,Sharm ash Shaykh,27.915,34.3275,13561,89.01880518817758,6.0
Dhāna,Dhana,23.747,78.8623,13561,12.907670686714091,9.0
Bécancour,Becancour,46.3333,-72.4333,13561,9.148826452040558,9.0
Winsum,Winsum,53.3333,6.5167,13560,12.08136021679555,8.5
Palestina,Palestina,5.0833,-75.6667,13560,13.057973003753606,9.0
Newington,Newington,38.7358,-77.1993,13560,4.42587665786563,21.0
Asperg,Asperg,48.9,9.1333,13559,3.872830503389237,10.0
Ashiya,Ashiya,33.9,130.6667,13559,5.449874245080405,10.0
Talne,Talne,48.8886,30.7042,13558,27.84973040389877,7.5
Nālatvād,Nalatvad,16.34,76.14,13558,1.5411240046271624,21.0
Seabrook,Seabrook,29.5751,-95.0235,13558,10.704209344891868,9.0
Rossington,Rossington,53.4759,-1.0613,13557,6.621274110021846,9.5
Bandar-e ‘Asalūyeh,Bandar-e `Asaluyeh,27.4744,52.6114,13557,3.923064016387625,21.0
Western Springs,Western Springs,41.8023,-87.9006,13557,2.220337707420447,21.0
Lāla,Lala,24.5542,92.6159,13556,15.452932980550695,8.5
Echelon,Echelon,39.8482,-74.9957,13553,3.4726659037633194,21.0
Haselünne,Haselunne,52.6667,7.4667,13552,12.09879171628844,8.5
Hilsea,Hilsea,50.83,-1.07,13552,1.4071405716903862,21.0
Kurtkoti,Kurtkoti,15.3681,75.5239,13552,9.722449057365331,9.5
Stolin,Stolin,51.8833,26.85,13550,40.91822543644438,6.5
Nesconset,Nesconset,40.8467,-73.1522,13549,3.269146175428552,21.0
Plover,Plover,44.4615,-89.5382,13549,7.03107170306076,9.5
Clifton,Clifton,53.9721,-1.0979,13548,1.7835965635658202,21.0
Bishenpur,Bishenpur,24.6282,93.761,13548,14.397297405865654,9.0
Chinique,Chinique,15.0411,-91.0269,13547,5.3144883452567,21.0
Mór,Mor,47.3717,18.2086,13547,14.83646346975809,8.5
Ugo,Ugo,39.1981,140.4128,13547,8.015457786702353,9.5
Oosterzele,Oosterzele,50.95,3.8,13546,6.570092924473689,9.5
Niaogho,Niaogho,11.7667,-0.7667,13545,4.077485037242291,21.0
Rahui,Rahui,25.2728,85.5555,13545,9.115854877374234,9.5
Karnāwad,Karnawad,22.7361,76.2439,13545,28.235913636666147,8.0
Tamanique,Tamanique,13.6,-89.4167,13544,12.444847974672284,9.0
Hola Prystan,Hola Prystan,46.5167,32.5167,13544,16.25384625419351,8.0
Kaharlyk,Kaharlyk,49.8522,30.8092,13544,32.75732661917733,7.0
Dinant,Dinant,50.2667,4.9167,13544,13.54009258855361,8.5
Mascote,Mascote,-15.55,-39.2833,13544,14.516371893596713,9.0
Alagoinha,Alagoinha,-8.4658,-36.7758,13542,14.6140975179443,9.0
Castelfranco di Sotto,Castelfranco di Sotto,43.7,10.75,13541,3.257702402329776,21.0
Endicott,Endicott,42.098,-76.0639,13540,4.011814529584281,21.0
Wentorf bei Hamburg,Wentorf bei Hamburg,53.4931,10.2533,13539,1.7877352016298085,21.0
Rukhāe,Rukhae,25.3269,85.3725,13539,9.328786283986489,9.5
Martinsville,Martinsville,36.6826,-79.8636,13539,22.794126261334995,8.0
Kheri Naru,Kheri Naru,29.6479,76.911,13537,8.645468024011114,9.5
Lexington Park,Lexington Park,38.2528,-76.4424,13537,6.711881947081127,9.5
Bexley,Bexley,39.965,-82.9343,13537,4.360864146348714,21.0
Beur,Beur,25.569,85.0944,13535,5.019409912205146,21.0
Kharv-e Soflá,Kharv-e Sofla,36.1403,59.0075,13535,19.01952839155952,8.0
Amriswil,Amriswil,47.55,9.3,13534,10.670498416088314,9.0
Thisted,Thisted,56.9569,8.6944,13534,48.05390488872359,6.5
Wschowa,Wschowa,51.8,16.3,13533,19.94644871636109,8.0
Hemsworth,Hemsworth,53.61,-1.35,13533,9.348512852589256,9.0
Albertirsa,Albertirsa,47.24,19.6067,13533,16.46275341398483,8.0
Jānapādu,Janapadu,16.4617,79.8699,13533,2.624533163878372,21.0
